id,target
1200,False
1205,False
1210,False
1216,False
1220,False
1231,False
1233,False
1246,False
1247,False
1248,False
1255,False
1256,False
1257,False
1258,False
1260,False
1261,False
1265,False
1266,False
1268,False
1274,False
1281,False
1285,False
1286,False
1291,False
1292,False
1295,False
1299,False
1306,False
1310,False
1311,False
1313,False
1314,False
1322,False
1323,False
1325,False
1329,True
1330,False
1333,False
1336,False
1339,False
1342,False
1344,False
1355,True
1357,False
1358,False
1359,False
1364,False
1366,False
1367,False
1370,True
1373,False
1377,False
1386,False
1387,False
1392,False
1397,False
1398,False
1400,False
1403,False
1404,False
1410,False
1413,False
1416,False
1417,False
1423,False
1424,False
1426,False
1427,False
1428,False
1430,False
1434,False
1435,False
1437,False
1438,False
1442,False
1446,False
1451,False
1457,False
1461,False
1462,False
1465,False
1468,False
1469,False
1471,False
1476,False
1478,False
1481,False
1489,False
1490,False
1492,False
1496,False
1512,False
1516,False
1517,False
1528,False
1529,True
1536,True
1539,False
1541,False
1542,False
1548,True
1550,True
1551,False
1552,True
1557,True
1563,False
1564,False
1565,False
1566,True
1571,False
1578,False
1581,False
1583,False
1584,False
1586,True
1589,True
1592,True
1598,True
1606,False
1612,False
1616,True
1620,False
1624,False
1629,True
1630,True
1635,True
1640,True
1641,True
1642,True
1651,True
1655,True
1656,True
1659,True
1664,True
1667,True
1668,True
1674,True
1678,False
1680,True
1681,True
1682,True
1685,True
1695,True
1696,True
1697,False
1704,True
1708,True
1711,True
1713,True
1714,True
1717,True
1729,True
1730,False
1732,True
1734,True
1736,False
1738,True
1742,False
1743,True
1746,False
1748,True
1749,True
1751,True
1758,False
1764,True
1765,True
1777,True
1778,True
1781,True
1782,True
1783,True
1785,True
1788,True
1793,True
1794,True
1795,True
1797,True
1800,True
1801,True
1805,True
1806,True
1819,True
1820,True
1825,True
1828,False
1829,False
1830,False
1839,True
1843,False
1844,False
1846,False
1849,False
1850,False
1854,False
1855,False
1858,False
1859,False
1862,False
1867,False
1868,False
1871,True
1872,False
1874,True
1876,False
1879,False
1884,True
1891,False
1894,False
1896,False
1902,False
1903,False
1904,False
1906,False
1907,False
1912,False
1913,False
1923,True
1926,False
1928,True
1930,True
1931,False
1934,False
1936,True
1944,True
1946,False
1947,True
1958,True
1964,False
1970,False
1974,True
1977,True
1978,True
1982,True
1984,True
1988,True
1993,False
1997,True
1998,True
2002,False
2004,True
2005,True
2008,False
2011,True
2013,False
2018,True
2021,True
2025,False
2029,True
2030,True
2032,False
2037,True
2041,False
2044,True
2048,True
2052,True
2053,False
2054,True
2062,False
2065,False
2066,False
2072,True
2079,True
2080,True
2085,False
2088,True
2090,False
2092,False
2093,False
2101,False
2104,False
2105,False
2106,False
2107,False
2120,False
2124,False
2127,False
2130,False
2132,False
2135,False
2137,False
2140,False
2143,False
2147,False
2151,False
2152,False
2155,False
2156,False
2162,True
2165,True
2166,True
2167,False
2168,False
2170,False
2178,True
2180,True
2182,False
2184,False
2185,True
2187,False
2196,False
2197,True
2199,False
2200,False
2201,False
2202,True
2206,False
2208,True
2218,False
2223,True
2224,True
2226,False
2228,True
2232,True
2234,True
2243,True
2247,False
2249,True
2252,True
2253,True
2259,False
2261,False
2264,False
2268,False
2269,False
2270,False
2276,True
2283,False
2287,False
2290,False
2291,False
2293,False
2295,False
2302,False
2305,True
2310,True
2313,True
2316,True
2320,False
2322,True
2323,True
2326,False
2328,True
2331,False
2335,True
2338,True
2343,True
2344,False
2345,False
2353,True
2355,False
2357,False
2360,True
2365,False
2369,False
2371,False
2378,False
2380,True
2381,False
2383,True
2384,False
2392,False
2393,True
2401,False
2403,False
2404,False
2405,False
2407,False
2411,False
2424,False
2426,False
2431,False
2433,False
2434,False
2436,False
2439,False
2444,False
2447,False
2448,False
2449,False
2450,False
2461,False
2469,False
2472,False
2473,False
2474,False
2477,False
2481,False
2484,False
2495,False
2503,False
2509,True
2511,True
2518,True
2522,True
2525,True
2526,False
2529,True
2533,True
2549,False
2551,False
2558,True
2562,True
2563,True
2567,False
2574,True
2577,False
2578,False
2580,True
2581,False
2583,True
2584,False
2586,True
2589,True
2595,False
2596,False
2600,True
2601,True
2607,False
2610,False
2613,False
2615,True
2618,False
2620,False
2623,True
2626,False
2630,False
2634,True
2636,True
2638,False
2639,True
2646,False
2650,True
2652,False
2653,False
2654,False
2662,False
2665,False
2669,False
2674,False
2678,False
2681,False
2685,False
2686,False
2690,False
2697,False
2699,False
2704,False
2705,False
2710,False
2712,False
2713,False
2716,False
2717,False
2718,False
2721,False
2722,False
2735,False
2737,False
2738,False
2742,True
2745,False
2746,False
2747,False
2750,False
2751,False
2754,False
2762,True
2764,False
2772,False
2775,False
2776,False
2779,False
2781,False
2789,False
2790,False
2791,False
2798,False
2800,False
2804,False
2805,False
2806,True
2809,False
2810,True
2812,False
2814,True
2816,False
2818,True
2823,False
2824,True
2834,True
2837,False
2840,True
2845,True
2847,True
2848,True
2850,False
2859,True
2862,True
2868,True
2874,True
2876,False
2892,False
2894,True
2897,False
2901,True
2903,False
2904,False
2906,False
2914,False
2918,False
2919,False
2923,False
2926,False
2928,False
2930,False
2938,False
2940,False
2949,False
2951,False
2958,False
2961,False
2962,False
2964,False
2966,False
2967,False
2968,False
2972,False
2977,False
2978,False
2979,False
2981,False
2985,True
2986,False
2989,True
2994,False
2996,True
2997,False
2999,False
3002,False
3007,False
3008,False
3017,False
3020,False
3024,False
3028,False
3031,True
3032,True
3033,False
3035,False
3040,False
3041,True
3046,False
3050,True
3063,True
3065,False
3067,True
3069,False
3076,True
3078,True
3081,False
3087,True
3088,True
3094,False
3096,True
3098,True
3103,False
3110,True
3113,True
3121,True
3127,True
3128,True
3129,True
3135,True
3143,True
3146,True
3148,True
3149,True
3151,True
3156,False
3160,False
3164,False
3169,False
3178,False
3187,False
3194,False
3202,False
3203,False
3204,False
3206,True
3207,False
3208,False
3209,True
3213,False
3214,False
3215,False
3220,False
3223,False
3224,False
3226,False
3228,False
3230,False
3232,False
3233,False
3234,False
3238,False
3246,False
3247,True
3250,False
3251,False
3254,False
3257,True
3258,False
3261,False
3267,False
3268,False
3269,False
3271,False
3272,False
3273,False
3279,False
3290,False
3291,False
3293,False
3294,False
3298,False
3305,True
3306,False
3307,False
3310,False
3313,False
3314,False
3315,False
3316,False
3321,True
3325,False
3326,False
3327,False
3330,True
3331,False
3332,False
3333,False
3343,False
3344,False
3348,False
3349,False
3350,False
3352,False
3353,False
3354,False
3358,False
3360,True
3366,False
3371,False
3374,False
3375,False
3378,True
3382,True
3384,False
3385,False
3386,False
3392,True
3399,False
3407,False
3409,False
3416,True
3420,False
3422,True
3424,False
3426,True
3427,False
3434,False
3438,False
3441,False
3442,True
3443,False
3444,True
3449,False
3453,True
3454,False
3456,True
3457,True
3458,True
3461,True
3467,True
3479,True
3488,True
3491,True
3496,True
3502,True
3507,True
3511,True
3515,True
3516,True
3538,True
3539,True
3541,True
3545,True
3546,True
3547,True
3551,True
3553,False
3556,False
3558,False
3559,False
3561,False
3562,False
3563,False
3564,False
3571,False
3574,False
3576,False
3577,False
3579,False
3580,False
3586,False
3590,False
3599,False
3600,False
3601,False
3605,False
3606,False
3612,False
3614,False
3615,False
3616,False
3620,False
3622,False
3624,False
3630,False
3644,False
3649,False
3651,False
3654,False
3665,False
3668,False
3671,False
3672,False
3673,False
3677,False
3678,False
3687,False
3688,False
3693,False
3698,False
3699,False
3701,True
3703,False
3706,False
3707,False
3709,True
3711,False
3714,False
3716,False
3720,True
3728,True
3731,False
3732,False
3733,False
3734,False
3740,False
3746,False
3749,False
3751,False
3755,False
3757,False
3762,True
3767,False
3769,False
3779,False
3781,False
3782,False
3783,True
3784,True
3790,False
3791,True
3792,True
3794,False
3799,False
3801,False
3804,False
3808,False
3809,False
3811,False
3813,False
3817,False
3818,False
3823,False
3843,False
3844,False
3846,False
3847,True
3852,False
3854,False
3856,False
3863,False
3865,False
3867,False
3871,False
3872,False
3878,False
3880,False
3881,False
3882,True
3883,False
3884,True
3885,False
3886,False
3890,False
3891,True
3898,True
3902,False
3909,False
3910,False
3912,False
3915,True
3918,False
3920,True
3925,False
3928,False
3929,False
3930,True
3931,False
3934,False
3939,False
3941,False
3942,False
3943,False
3946,False
3963,False
3965,True
3966,False
3971,False
3972,True
3974,True
3976,True
3978,False
3981,False
3985,False
3986,True
3987,True
3988,True
3991,True
3999,True
4001,False
4002,True
4004,True
4007,False
4009,False
4013,True
4015,False
4016,True
4023,False
4031,True
4035,False
4036,False
4037,False
4040,True
4048,True
4053,True
4056,True
4059,False
4066,True
4067,False
4069,False
4070,False
4071,True
4073,True
4074,False
4075,True
4082,True
4090,False
4099,True
4102,True
4106,True
4109,True
4110,True
4115,True
4118,True
4120,True
4125,True
4126,True
4130,True
4134,True
4136,True
4137,True
4144,False
4148,False
4151,False
4155,False
4162,False
4165,False
4169,False
4174,False
4179,False
4185,False
4186,False
4187,False
4188,False
4190,False
4192,False
4193,False
4194,False
4195,False
4196,False
4207,True
4208,True
4215,True
4217,True
4222,False
4223,True
4226,False
4228,True
4229,False
4231,True
4234,False
4236,True
4249,False
4254,True
4258,False
4259,False
4263,False
4267,False
4277,False
4278,False
4280,False
4283,False
4285,True
4286,True
4287,False
4290,True
4291,False
4294,True
4302,True
4308,True
4310,False
4311,True
4315,True
4316,False
4319,False
4331,True
4338,True
4339,True
4340,True
4344,True
4346,True
4347,True
4360,True
4364,True
4367,True
4369,True
4370,True
4371,False
4380,True
4386,True
4389,True
4390,True
4394,False
4399,False
4400,False
4404,False
4409,False
4414,False
4417,False
4418,False
4419,False
4420,False
4422,False
4429,False
4431,False
4433,False
4434,False
4439,False
4443,False
4446,False
4447,False
4453,False
4460,False
4461,True
4462,False
4467,False
4469,True
4473,False
4474,False
4475,False
4477,False
4481,False
4483,False
4484,False
4485,False
4495,False
4497,False
4500,True
4501,False
4502,False
4505,False
4506,False
4510,False
4512,False
4513,True
4532,True
4535,False
4536,False
4540,False
4545,True
4552,True
4554,True
4555,False
4558,True
4559,True
4560,False
4566,False
4570,False
4572,False
4574,False
4581,True
4583,True
4586,True
4591,True
4594,False
4603,True
4605,False
4612,False
4613,True
4615,False
4618,False
4621,False
4623,True
4626,False
4629,False
4633,False
4636,False
4638,True
4640,False
4643,False
4645,False
4647,False
4648,False
4651,False
4652,False
4653,False
4654,True
4660,False
4662,False
4663,False
4665,False
4668,False
4676,False
4683,True
4685,True
4686,False
4701,False
4718,True
4721,True
4727,False
4728,True
4733,True
4741,False
4743,True
4746,False
4751,False
4756,True
4761,True
4763,True
4764,True
4767,True
4772,True
4776,True
4780,True
4781,True
4792,True
4796,True
4801,True
4804,True
4805,True
4806,True
4811,False
4815,True
4816,False
4817,True
4818,True
4822,False
4824,True
4827,True
4837,False
4838,True
4839,True
4841,True
4851,True
4855,True
4861,False
4862,False
4863,False
4865,False
4871,False
4873,False
4880,False
4885,False
4886,False
4902,False
4904,False
4907,False
4916,False
4921,False
4925,True
4927,False
4928,False
4930,False
4932,False
4933,False
4937,True
4939,True
4941,False
4942,False
4947,False
4949,False
4950,False
4956,False
4960,False
4963,False
4965,True
4976,False
4977,False
4987,False
4991,True
4994,False
4999,False
5003,True
5006,False
5009,False
5011,False
5012,True
5014,False
5020,False
5021,False
5023,False
5026,False
5030,False
5031,True
5036,True
5042,False
5045,True
5048,True
5051,False
5053,False
5054,False
5057,False
5058,False
5066,True
5070,True
5077,True
5081,True
5084,False
5086,False
5090,True
5091,True
5093,True
5100,True
5108,True
5111,True
5112,True
5118,False
5121,True
5123,True
5129,True
5133,False
5143,False
5147,False
5151,True
5156,True
5158,True
5161,True
5163,False
5167,True
5173,True
5205,True
5214,False
5215,False
5216,False
5217,False
5225,False
5237,False
5239,False
5240,False
5241,False
5246,False
5250,False
5253,False
5258,False
5261,False
5268,True
5275,False
5277,True
5279,False
5288,False
5289,False
5294,True
5303,False
5307,False
5311,False
5312,False
5314,False
5318,True
5327,False
5329,True
5333,False
5334,False
5340,False
5348,False
5358,False
5360,False
5361,False
5363,True
5364,False
5369,True
5370,False
5374,True
5376,True
5388,True
5390,False
5393,True
5394,True
5395,True
5398,True
5399,True
5401,False
5402,True
5405,False
5414,True
5415,True
5419,False
5421,False
5422,False
5424,False
5427,True
5429,False
5431,True
5433,True
5434,True
5435,False
5436,False
5438,True
5440,True
5441,True
5447,False
5451,False
5453,False
5456,False
5457,True
5463,False
5464,True
5470,True
5472,False
5474,False
5478,False
5483,False
5490,False
5500,True
5504,True
5508,False
5511,False
5512,False
5513,False
5516,False
5523,False
5527,False
5530,False
5533,False
5536,False
5537,False
5542,False
5543,False
5546,False
5549,False
5550,False
5551,False
5562,False
5566,False
5568,True
5571,True
5572,True
5574,False
5583,False
5585,False
5591,True
5596,False
5597,False
5601,True
5606,True
5607,False
5610,False
5615,True
5616,True
5623,False
5630,True
5636,True
5637,False
5639,True
5640,True
5643,True
5648,False
5649,False
5660,False
5666,True
5667,True
5678,True
5679,False
5681,True
5682,True
5691,False
5696,True
5697,True
5700,False
5701,False
5702,True
5708,True
5709,True
5718,True
5723,True
5725,True
5728,True
5731,True
5735,True
5737,True
5738,True
5742,True
5747,True
5749,True
5750,True
5755,True
5756,True
5761,True
5762,True
5767,True
5768,True
5770,True
5773,True
5774,False
5779,True
5782,True
5785,False
5786,True
5787,True
5788,True
5796,False
5802,False
5806,True
5809,False
5810,False
5811,True
5813,True
5820,False
5823,False
5830,True
5831,False
5838,True
5839,True
5844,True
5846,True
5851,True
5852,True
5857,True
5859,False
5860,True
5862,True
5865,True
5866,True
5871,True
5872,False
5877,True
5878,True
5879,True
5880,False
5895,False
5897,False
5910,True
5914,False
5915,False
5917,False
5924,False
5926,False
5931,True
5936,False
5940,False
5941,False
5945,False
5946,False
5948,True
5951,True
5967,False
5968,False
5969,False
5970,False
5971,False
5973,False
5976,False
5977,False
5984,False
5986,True
5993,False
5994,True
6005,False
6006,True
6008,True
6010,True
6011,False
6014,False
6016,True
6018,False
6021,True
6025,True
6028,True
6029,True
6035,False
6040,True
6042,True
6044,False
6046,True
6052,False
6054,True
6062,True
6063,True
6067,True
6068,True
6077,False
6079,True
6080,True
6081,True
6082,True
6089,False
6095,False
6101,False
6107,False
6114,False
6117,False
6121,False
6122,False
6124,True
6129,True
6131,False
6136,True
6139,False
6142,True
6143,True
6144,True
6149,True
6155,True
6157,False
6158,False
6161,True
6168,False
6172,True
6176,True
6177,True
6179,False
6180,True
6182,False
6186,False
6189,False
6190,False
6194,True
6204,False
6205,False
6209,False
6210,False
6212,False
6214,True
6221,True
6225,True
6228,False
6229,False
6231,False
6235,True
6236,False
6237,True
6238,False
6239,False
6242,False
6249,False
6250,False
6251,False
6252,True
6260,False
6264,False
6266,False
6270,True
6275,False
6279,False
6280,False
6284,False
6285,False
6286,True
6287,True
6288,False
6289,True
6290,False
6291,True
6295,False
6298,True
6307,True
6308,False
6309,True
6313,False
6316,False
6319,False
6321,True
6324,False
6327,False
6333,True
6351,True
6352,True
6353,False
6357,True
6359,True
6360,True
6364,True
6367,False
6368,True
6377,True
6378,True
6379,False
6381,True
6390,True
6401,False
6408,False
6409,False
6411,False
6419,False
6424,True
6426,True
6428,False
6431,False
6432,True
6433,False
6435,True
6437,False
6439,True
6442,True
6444,True
6447,True
6456,True
6457,True
6460,False
6468,False
6471,True
6475,False
6476,True
6479,True
6483,True
6487,True
6488,False
6489,False
6496,False
6498,False
6502,False
6503,False
6507,False
6508,False
6509,False
6517,False
6521,False
6522,False
6524,False
6526,False
6531,True
6533,False
6538,False
6539,True
6544,True
6557,False
6558,False
6562,False
6563,False
6564,False
6574,False
6578,False
6581,True
6584,False
6587,False
6589,False
6590,False
6592,False
6595,False
6599,False
6600,False
6606,False
6609,False
6612,False
6615,False
6618,False
6620,False
6623,False
6633,False
6639,True
6640,True
6641,True
6645,False
6650,False
6651,False
6652,False
6657,False
6659,False
6666,True
6671,True
6673,True
6674,False
6677,False
6680,True
6684,False
6685,False
6691,False
6692,False
6696,False
6698,False
6704,False
6705,False
6710,False
6713,False
6715,True
6717,False
6718,False
6720,False
6728,False
6732,False
6733,False
6739,False
6740,False
6741,False
6743,False
6747,False
6750,True
6752,True
6753,False
6755,True
6761,False
6763,False
6768,False
6770,False
6771,False
6777,False
6778,False
6780,False
6782,True
6786,True
6791,False
6797,False
6798,False
6803,False
6805,False
6812,False
6816,False
6818,False
6822,False
6825,False
6826,False
6827,False
6829,False
6831,False
6836,False
6838,False
6840,False
6842,False
6846,False
6851,True
6853,True
6856,False
6859,True
6865,True
6866,True
6868,True
6869,True
6871,True
6873,True
6886,True
6887,True
6888,True
6889,True
6891,True
6894,True
6895,False
6899,True
6901,False
6902,True
6904,True
6906,True
6922,False
6923,True
6924,False
6927,True
6934,True
6938,False
6941,False
6942,True
6944,True
6947,False
6952,True
6957,False
6958,True
6964,False
6968,False
6969,True
6976,True
6982,True
6986,True
6987,True
6989,True
6991,True
6993,False
6995,False
6997,False
7000,False
7003,False
7004,False
7007,False
7011,True
7014,False
7016,False
7017,False
7020,False
7022,False
7028,False
7033,False
7034,True
7035,False
7038,False
7040,False
7041,False
7042,False
7045,False
7049,False
7055,False
7057,False
7062,False
7064,False
7066,False
7067,False
7072,False
7079,False
7082,False
7083,False
7084,False
7085,False
7087,False
7090,False
7094,False
7096,True
7099,False
7100,False
7101,True
7102,False
7103,False
7107,False
7110,False
7113,False
7117,False
7119,False
7123,False
7127,False
7133,True
7139,False
7143,False
7145,False
7151,False
7152,False
7153,False
7156,True
7162,False
7170,False
7172,False
7177,False
7181,False
7182,True
7189,False
7190,False
7200,True
7207,True
7209,False
7212,True
7216,False
7217,True
7219,True
7220,False
7222,True
7225,False
7233,False
7237,False
7238,True
7239,True
7240,True
7243,True
7245,True
7246,True
7249,True
7257,False
7258,True
7259,True
7262,True
7263,True
7269,False
7271,True
7273,True
7276,True
7279,True
7282,True
7284,True
7293,True
7298,True
7303,False
7304,True
7305,False
7308,False
7313,False
7314,True
7321,False
7322,False
7327,False
7333,False
7336,False
7339,True
7341,True
7346,False
7347,False
7349,False
7351,False
7353,False
7363,False
7364,False
7368,True
7370,True
7375,False
7376,False
7379,False
7382,False
7384,False
7385,False
7387,False
7388,False
7389,False
7394,False
7396,False
7398,False
7399,False
7401,False
7404,False
7406,True
7409,False
7411,False
7417,False
7420,False
7422,False
7423,False
7427,False
7429,False
7432,False
7435,False
7436,True
7440,True
7441,False
7445,False
7448,False
7449,False
7450,False
7454,False
7455,False
7460,False
7462,False
7464,False
7466,False
7468,False
7469,False
7471,False
7472,False
7483,False
7484,False
7485,False
7486,False
7487,False
7489,True
7492,False
7495,True
7499,True
7500,True
7506,True
7508,True
7509,True
7511,True
7516,True
7524,False
7538,True
7539,True
7541,True
7546,True
7549,True
7562,True
7564,True
7567,True
7572,True
7574,True
7575,True
7586,True
7592,True
7596,False
7597,True
7599,False
7606,True
7615,False
7618,False
7620,False
7624,False
7625,False
7629,False
7632,False
7636,False
7637,True
7646,False
7655,False
7658,False
7660,False
7664,False
7665,False
7666,False
7667,False
7673,False
7676,False
7682,False
7684,False
7690,False
7697,False
7700,False
7704,False
7705,False
7706,False
7708,False
7709,False
7710,False
7713,False
7716,False
7726,False
7729,False
7730,False
7732,False
7734,False
7740,False
7741,False
7745,True
7757,True
7762,False
7770,True
7776,False
7777,False
7778,True
7779,False
7782,False
7786,True
7791,False
7792,True
7794,True
7795,False
7796,False
7798,False
7805,False
7806,False
7808,False
7811,False
7814,False
7819,False
7820,True
7825,False
7829,False
7834,False
7836,False
7838,False
7841,False
7845,True
7846,False
7853,False
7856,False
7858,False
7859,True
7866,False
7875,True
7879,False
7884,False
7886,True
7890,False
7892,False
7896,False
7899,True
7900,True
7901,True
7904,False
7911,False
7917,False
7919,True
7920,True
7921,True
7922,False
7925,True
7927,True
7928,True
7931,False
7942,False
7946,True
7947,False
7948,False
7951,False
7956,False
7961,True
7964,True
7966,True
7967,False
7974,True
7975,False
7979,True
7985,True
7986,True
7993,True
7995,True
7997,False
7998,True
8004,True
8007,True
8011,False
8014,True
8022,False
8027,False
8033,True
8041,False
8042,True
8046,False
8048,False
8050,True
8051,True
8052,False
8053,True
8054,False
8059,False
8063,True
8072,False
8075,False
8076,False
8077,True
8078,True
8080,False
8082,False
8086,False
8090,True
8092,False
8093,False
8099,True
8104,True
8107,False
8108,False
8114,False
8115,True
8117,True
8123,True
8124,True
8127,True
8132,False
8134,True
8139,False
8145,True
8148,True
8151,True
8152,True
8153,True
8157,False
8160,True
8166,True
8167,True
8173,True
8174,True
8178,True
8179,False
8185,True
8186,True
8192,False
8193,False
8194,False
8197,False
8198,False
8199,False
8200,False
8206,False
8207,False
8220,False
8222,False
8227,False
8228,False
8229,False
8230,True
8233,True
8248,True
8249,True
8255,False
8260,True
8263,False
8265,True
8268,False
8269,True
8272,False
8273,True
8275,False
8277,False
8281,True
8282,False
8290,True
8293,True
8299,False
8302,False
8303,False
8305,False
8306,False
8307,False
8308,False
8313,False
8316,False
8319,False
8322,True
8323,False
8325,False
8326,True
8327,False
8328,False
8331,False
8333,True
8336,False
8338,False
8340,False
8342,False
8343,False
8353,False
8354,False
8357,False
8358,False
8359,False
8373,False
8376,False
8379,False
8380,False
8381,False
8384,False
8395,True
8398,True
8403,False
8407,True
8413,True
8417,True
8420,True
8421,False
8424,True
8426,True
8427,True
8438,True
8439,False
8442,False
8449,False
8456,False
8460,False
8462,False
8465,False
8466,False
8467,False
8469,False
8470,False
8474,False
8479,False
8481,False
8482,False
8485,False
8488,False
8492,False
8493,False
8495,False
8499,False
8501,False
8519,False
8521,False
8525,False
8527,False
8529,False
8532,False
8534,False
8535,False
8537,False
8544,False
8548,False
8549,False
8552,False
8554,False
8563,False
8564,False
8565,False
8566,False
8568,False
8569,False
8573,False
8583,False
8588,False
8590,False
8592,False
8593,False
8594,True
8597,False
8600,True
8601,False
8602,False
8603,False
8604,False
8605,False
8611,False
8614,False
8616,True
8617,False
8619,True
8626,True
8629,False
8630,False
8632,False
8634,True
8641,False
8645,True
8649,True
8652,True
8666,True
8671,False
8672,True
8675,True
8678,True
8679,True
8682,False
8687,True
8701,False
8703,False
8707,False
8713,False
8716,False
8719,False
8725,False
8730,False
8731,False
8748,False
8749,False
8756,False
8764,False
8765,False
8769,True
8771,False
8772,False
8773,False
8779,False
8792,True
8794,False
8796,False
8798,False
8803,False
8807,False
8809,False
8811,False
8813,False
8814,False
8818,True
8819,False
8820,True
8821,False
8822,False
8824,False
8826,False
8827,False
8828,False
8833,False
8834,False
8845,False
8847,False
8849,False
8861,False
8867,False
8868,False
8870,False
8873,False
8874,False
8876,False
8877,False
8879,False
8882,False
8884,False
8889,False
8891,False
8894,True
8895,False
8897,True
8898,True
8901,False
8904,True
8909,False
8910,False
8911,False
8915,False
8917,False
8918,False
8919,False
8922,True
8925,True
8928,False
8929,False
8930,True
8932,False
8937,True
8940,False
8943,False
8950,False
8951,True
8954,False
8958,True
8960,False
8964,True
8975,False
8977,True
8981,False
8982,False
8984,False
8988,False
8990,False
8991,False
8995,False
8997,False
9003,False
9004,True
9010,False
9011,False
9013,False
9014,False
9015,False
9017,False
9019,False
9021,False
9024,False
9032,False
9035,False
9036,False
9037,False
9043,True
9046,True
9048,True
9049,True
9050,True
9056,False
9063,False
9065,True
9066,True
9068,False
9069,True
9070,False
9073,True
9076,True
9091,True
9092,True
9104,True
9105,True
9108,True
9111,True
9115,True
9117,True
9122,True
9125,True
9127,True
9129,True
9133,True
9136,True
9138,True
9140,True
9147,True
9150,True
9152,True
9153,True
9155,True
9158,True
9160,True
9163,True
9165,True
9167,False
9168,True
9170,True
9176,True
9178,True
9184,True
9186,True
9188,True
9189,True
9190,True
9196,True
9198,True
9199,True
9200,True
9201,False
9202,True
9204,True
9205,True
9213,True
9214,True
9224,True
9227,True
9228,True
9229,True
9234,True
9236,True
9241,True
9243,False
9245,True
9256,True
9258,False
9261,False
9274,False
9279,False
9282,False
9284,False
9285,False
9291,False
9295,False
9299,False
9302,False
9304,False
9305,False
9306,False
9310,False
9312,False
9316,False
9318,True
9323,False
9326,False
9327,False
9328,False
9331,True
9335,False
9336,False
9340,False
9349,True
9352,True
9353,False
9354,False
9356,False
9357,False
9358,False
9359,False
9364,False
9366,True
9369,False
9370,False
9379,False
9381,False
9383,False
9389,False
9390,False
9392,True
9394,True
9398,True
9399,True
9400,False
9407,True
9409,True
9412,False
9413,True
9415,False
9419,True
9423,False
9424,True
9426,False
9427,True
9428,False
9429,False
9433,True
9437,True
9440,False
9442,True
9443,True
9444,True
9447,True
9459,False
9461,True
9462,True
9464,True
9473,True
9475,True
9476,True
